id,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Month,Location Longitude,Location Latitude
159,Polestar,7.0,326,246.0,451,528,71.0,4793,1845,1497,2911,2917,588,455,7,2119.754066666667,55,470434,2020-04-18,17:02:46,Jun,114.755565,-31.040744
160,Tesla,6.1,283,374.1,301,249,80.5,4632,1829,1421,2797,2702,563,547,5,911.0562000000001,91,955507,2023-02-14,07:43:29,Aug,-123.445971,-49.053241
161,Tesla,4.9,247,233.4,485,431,70.8,4378,1819,1487,2957,2883,415,543,5,2454.583666666667,66,482049,2020-02-14,13:38:54,Dec,136.483706,-55.43431
162,Polestar,7.3,317,291.5,242,351,73.3,4277,1801,1412,2938,2864,553,481,5,689.2864666666667,67,171945,2020-04-13,06:17:43,Mar,129.556355,-86.765371
163,Volkswagen,7.0,328,401.6,359,201,82.8,4518,1840,1412,2978,2762,442,464,5,1072.4809666666665,90,652376,2020-06-23,12:06:12,Jun,85.670518,72.08946
164,Polestar,7.8,339,409.1,290,240,77.0,4517,1829,1465,2847,2689,413,454,4,1413.6403333333333,97,592536,2022-12-27,14:38:49,Mar,-19.385755,-73.644865
165,Polestar,5.2,272,434.1,272,291,79.0,4420,1801,1422,2737,2800,578,410,5,1237.1152,87,765379,2022-06-25,12:48:41,Nov,-84.017656,37.472157
166,BMW,6.6,295,281.1,490,692,78.8,4420,1835,1471,2968,2970,582,553,7,2749.4646666666667,80,588985,2021-01-28,09:21:46,Oct,23.199048,79.597474
167,Tesla,6.6,289,241.3,324,355,72.2,4387,1848,1494,2877,2844,572,506,4,1664.1452000000002,57,573717,2022-07-31,21:52:29,Dec,-54.829722,-20.652964
168,Polestar,6.2,296,180.3,459,554,71.5,4243,1856,1462,2812,3018,487,526,7,1513.6568,51,224102,2024-01-03,20:40:50,Jun,-25.462636,56.438658
169,Tesla,5.5,262,251.7,429,384,74.0,4376,1801,1485,2973,2840,597,430,5,2045.3078,52,797193,2020-05-16,07:13:43,Jan,-40.919532,-80.812525
170,BMW,6.9,320,249.6,343,399,74.5,4319,1858,1458,2940,2861,480,455,4,1315.1730333333333,64,309230,2023-11-29,08:14:09,Aug,-168.842822,-46.469564
171,Volkswagen,3.2,190,421.9,225,116,83.7,4694,1871,1493,2895,3026,577,465,7,1423.1975,97,386924,2022-11-18,06:34:59,Jun,174.079708,-38.397426
172,BMW,6.4,303,271.3,308,204,71.7,4345,1891,1449,2919,2694,381,400,4,815.6304,57,854090,2023-03-09,21:45:27,Feb,150.621425,-36.260554
173,BMW,6.7,295,208.4,407,235,72.5,4317,1899,1474,2886,2842,515,526,4,879.0116666666667,59,704539,2024-08-19,12:03:23,Mar,-73.021456,-18.422792
174,Volkswagen,4.8,246,279.6,466,254,74.0,4566,1864,1424,2905,2825,401,421,4,1436.1116,63,399094,2021-09-25,15:26:34,Aug,55.442264,-31.952061
175,BMW,7.3,317,258.0,433,417,73.6,4603,1854,1428,2846,3072,473,448,7,2169.1773333333335,69,303810,2024-03-28,03:47:10,Apr,71.216465,17.04228
176,Tesla,7.3,313,336.2,441,659,72.6,4515,1812,1401,2983,2830,428,463,5,1307.3269,71,762688,2024-03-29,00:58:13,Aug,-113.336518,67.984035
177,Tesla,5.5,270,403.3,349,213,78.1,4506,1857,1463,2895,2631,576,510,4,1895.1279000000002,86,829554,2022-12-27,09:44:21,Jun,70.562374,39.832015
178,BMW,5.3,264,314.5,232,180,79.6,4600,1800,1452,2970,2879,576,404,4,847.4810666666666,80,942634,2021-10-16,17:58:23,Sep,78.134599,-14.402704
179,Volkswagen,3.8,206,374.3,213,182,80.8,4383,1854,1455,2948,3183,586,509,7,955.5377,82,833899,2023-07-10,09:56:57,Jan,16.913738,37.04348
180,BMW,3.4,210,353.0,414,302,77.6,4705,1814,1471,2935,2653,450,420,4,952.6795999999999,93,376221,2021-08-12,05:23:51,Nov,41.813223,82.388714
181,Volkswagen,5.5,280,344.0,208,252,73.3,4657,1887,1494,2956,2868,527,401,4,553.184,73,730563,2021-08-16,01:56:42,Jul,7.379929,61.650737
182,Volkswagen,5.9,271,426.9,398,481,81.0,4576,1849,1460,2831,3177,608,436,7,1322.5660666666668,97,728319,2021-08-21,15:07:23,Jul,167.924333,-40.075952
183,Volkswagen,4.2,238,387.9,301,329,75.0,4541,1843,1465,2892,3147,638,519,7,1391.6807333333334,92,863897,2023-04-23,19:56:29,Mar,-72.631355,43.963533
184,BMW,7.6,329,264.7,283,383,70.4,4484,1867,1413,2706,3183,453,519,7,1077.1024666666667,72,173863,2022-07-29,14:30:02,Jan,24.632742,-68.69954
185,BMW,7.1,315,363.1,400,506,77.2,4229,1801,1461,2941,3122,515,457,7,1718.6,78,908106,2020-09-05,15:55:17,Jan,-106.291169,-78.617075
186,Tesla,3.6,210,328.7,268,140,83.5,4373,1833,1469,2755,2745,382,480,4,1470.1145333333334,91,265682,2023-11-30,10:04:42,Jun,52.243882,-85.578228
187,Tesla,7.6,342,278.2,427,232,70.9,4682,1823,1473,2788,2962,611,420,7,1795.2668999999999,57,458558,2021-07-05,13:55:39,Jun,155.028285,-65.272906
188,BMW,6.1,298,427.0,485,396,78.6,4799,1852,1467,2825,2848,519,458,5,1220.5496666666668,93,233387,2024-02-21,22:38:06,Mar,-84.288404,45.108916
189,BMW,5.7,277,332.2,447,614,77.2,4632,1841,1430,2987,2900,563,436,4,1049.3,85,591680,2020-05-14,14:13:59,Aug,-80.489004,80.204637
190,BMW,7.3,322,346.9,412,482,71.1,4582,1825,1462,2780,3011,512,426,7,2233.883733333333,72,498362,2022-06-07,17:55:39,Aug,-80.435529,-30.706495
191,Polestar,6.0,286,336.1,221,278,78.6,4312,1879,1489,2712,2989,477,565,7,1102.1219333333333,96,965131,2022-07-29,17:57:16,Jul,30.379983,9.322606
192,Tesla,5.3,276,340.7,291,319,70.4,4763,1894,1443,2727,2848,404,527,4,826.0186,71,745057,2024-09-17,03:46:54,Jun,-108.624551,87.396627
193,BMW,3.8,224,364.4,397,299,84.1,4513,1840,1437,2743,3093,441,525,7,1474.1849,88,502962,2024-10-20,12:27:12,May,-33.631694,13.184218
194,Volkswagen,7.1,313,205.1,210,243,73.5,4535,1885,1405,2976,2988,532,483,5,645.682,54,899606,2022-04-18,16:32:32,Feb,-176.238366,5.854471
195,Polestar,3.5,201,279.6,259,359,76.3,4576,1816,1422,2828,2637,499,528,4,1475.316,79,751162,2022-07-10,14:29:17,Feb,-122.188314,-78.812787
196,Volkswagen,4.9,267,209.7,342,429,74.2,4524,1883,1441,2967,2777,551,476,4,1718.6966,59,962494,2021-04-15,02:10:46,Dec,-116.74155,88.601576
197,BMW,5.5,280,402.9,343,371,75.0,4205,1841,1401,2769,2666,499,513,4,1103.0275333333334,99,488861,2024-01-06,03:11:36,Mar,71.734568,58.422929
198,Tesla,5.7,264,321.2,465,459,83.5,4717,1874,1435,2903,2602,511,396,4,1659.2165,80,782097,2021-02-18,15:08:02,Apr,127.593347,67.586088
199,Polestar,7.4,320,275.9,361,418,84.5,4487,1824,1483,2943,3132,496,497,7,2150.307,75,423494,2024-08-29,02:54:07,Jun,-23.087744,27.746896
200,Volkswagen,5.1,259,296.0,246,345,70.0,4800,1862,1481,2880,2702,592,444,5,805.1891999999999,73,163747,2024-11-09,00:15:54,Oct,-68.81897,-12.107791
201,Polestar,4.1,240,229.4,218,285,73.5,4718,1864,1487,2845,3161,629,433,7,1178.3564000000001,51,357844,2020-10-20,03:18:19,Apr,-173.991216,50.46835
202,Volkswagen,5.4,280,304.5,333,257,78.6,4365,1854,1489,2794,2704,426,441,5,1428.0097,86,903138,2020-09-03,12:24:02,Mar,-141.848232,4.006611
203,Volkswagen,6.8,312,411.4,444,286,83.5,4685,1857,1425,2750,2863,387,392,4,2328.7136,100,345825,2022-10-28,20:21:24,Jan,-53.401999,88.641
204,Volkswagen,5.3,279,319.9,476,537,74.2,4762,1806,1465,2963,2722,404,519,4,2472.011466666667,65,847057,2022-01-10,21:55:16,Oct,133.412038,78.936519
205,Polestar,7.6,318,299.9,302,430,70.6,4648,1804,1427,2875,2793,420,480,5,1588.9572666666666,67,810250,2020-05-29,10:03:06,Sep,65.001014,-49.987166
206,BMW,5.5,275,309.0,414,381,77.0,4528,1880,1448,2965,2702,401,425,4,1396.2667999999999,84,365221,2021-05-20,21:04:22,Sep,56.724912,45.429147
207,Tesla,4.4,228,336.5,468,364,71.9,4770,1852,1412,2868,3013,603,562,7,2000.2459999999999,74,305961,2024-02-23,23:14:21,Mar,-30.860896,-76.491615
208,Polestar,3.8,228,400.4,343,470,79.9,4228,1835,1500,2804,2890,525,488,4,1448.1770000000001,96,429997,2020-03-16,01:12:03,Feb,132.672637,-17.241974
209,Volkswagen,5.1,266,300.6,421,293,80.7,4594,1839,1469,2946,2855,536,422,4,1901.0224333333335,79,308942,2020-12-19,11:39:04,Jul,74.54892,-87.618052
210,Volkswagen,3.6,214,232.5,381,474,73.8,4321,1886,1405,2748,2677,398,505,4,1743.9771,52,733146,2020-12-24,09:24:04,Jan,22.073366,69.55392
211,Tesla,3.5,208,416.0,403,330,77.2,4566,1808,1493,2774,3095,459,536,7,2230.7204,88,721634,2020-05-14,03:41:53,Apr,126.34333,-80.760567
212,Tesla,4.6,256,368.6,438,371,78.9,4700,1832,1420,2759,2997,438,456,5,1755.5228,76,991927,2022-12-20,12:13:18,Apr,122.069835,-6.697641
213,BMW,3.8,204,450.8,404,248,76.0,4615,1868,1424,2785,2993,445,470,7,1749.658,92,591685,2020-04-13,14:39:07,May,-84.691896,-74.563743
214,Polestar,4.3,224,349.6,272,373,76.8,4588,1858,1460,2873,2760,526,495,5,743.3263999999999,93,193570,2021-04-28,20:54:09,Jan,-159.962804,-11.510971
215,BMW,6.2,282,215.4,224,205,70.2,4282,1833,1416,2745,3010,513,499,7,1051.7024000000001,61,491613,2022-03-12,02:40:13,Aug,3.157614,42.379054
216,Tesla,7.1,314,282.9,423,301,77.8,4350,1860,1479,2881,2813,438,466,4,1174.7329999999997,80,361248,2023-04-27,21:54:46,Dec,-47.437623,62.937138
217,Polestar,4.5,233,284.2,369,492,71.6,4523,1848,1498,2850,3101,637,525,7,1875.2368999999999,63,795314,2021-10-22,00:17:15,Jan,1.796331,47.354564
218,BMW,5.9,283,257.1,314,221,70.9,4363,1816,1470,2984,2983,599,550,5,1813.2280666666666,63,256955,2022-04-15,23:50:51,Apr,-172.408573,87.522158
219,BMW,7.5,341,348.5,288,272,82.5,4750,1825,1459,2967,2904,446,413,5,1162.5279999999998,93,327362,2022-08-19,20:22:16,Jan,148.871679,-45.381953
220,Polestar,6.1,298,395.4,434,468,78.2,4392,1845,1477,2872,2754,583,413,5,2285.6770000000006,83,639714,2024-02-19,05:58:53,Jan,158.644199,-87.162042
221,Polestar,5.8,290,303.0,392,561,74.1,4576,1859,1439,2906,3190,591,505,7,2112.0661333333333,63,320716,2022-12-10,07:50:33,Jun,166.532053,-12.248279
222,Volkswagen,3.5,200,301.0,427,436,74.9,4430,1843,1481,2811,2917,469,496,7,2043.9801666666667,61,188996,2023-09-30,17:02:05,Aug,106.770977,-84.497766
223,Tesla,4.3,224,469.4,363,294,84.9,4345,1873,1490,2857,2635,549,497,4,986.2579999999999,97,725173,2024-07-11,11:47:48,May,-170.783564,-44.023421
224,Volkswagen,7.5,338,308.1,476,402,72.3,4538,1825,1437,2817,2723,405,426,4,2559.4209333333333,62,743619,2021-01-07,09:28:39,Nov,-0.100253,-41.82591
225,Tesla,7.0,303,353.5,247,330,79.7,4606,1867,1435,2714,2901,464,562,7,932.1460666666667,84,485876,2020-01-29,18:10:48,May,-177.802839,9.975523
226,BMW,7.3,326,233.5,417,483,73.7,4356,1851,1416,2750,2691,466,442,4,1116.6077,60,463715,2021-12-12,14:32:01,Dec,127.285761,-53.647078
227,Tesla,7.8,341,351.9,201,233,78.5,4317,1888,1438,2883,2877,501,454,4,786.25,94,211042,2024-07-26,16:42:41,Dec,78.217897,15.620774
228,Volkswagen,6.7,309,259.1,330,168,70.0,4659,1843,1410,2781,2715,396,456,4,1544.431,64,319350,2024-09-11,20:52:54,Dec,-15.009254,-78.776173
229,Polestar,7.2,319,197.0,280,181,71.0,4581,1817,1403,2781,3081,475,544,7,829.64,54,388729,2022-10-01,13:25:31,Mar,0.030637,-71.155607
230,Polestar,7.4,341,205.8,283,405,72.9,4759,1806,1428,2930,2824,410,509,5,1488.0212333333334,54,178088,2021-04-28,22:50:52,Jul,111.081795,-24.485587
231,Polestar,5.0,242,291.3,456,505,72.0,4276,1814,1449,2915,2772,458,391,4,2207.8288000000002,63,981551,2023-01-09,01:07:33,Dec,-50.323093,-14.665454
232,Volkswagen,4.6,239,318.1,271,265,71.3,4659,1867,1455,2892,3022,520,552,7,1643.9798333333333,70,970106,2022-11-24,09:34:30,Mar,63.433322,-89.998795
233,BMW,4.2,220,383.5,345,332,79.2,4708,1847,1443,2969,2733,482,516,4,1073.2179999999998,89,131134,2020-12-17,14:19:56,Apr,-103.096126,-14.054651
234,Polestar,3.6,204,343.2,434,376,79.0,4493,1877,1458,2880,2946,501,518,5,1074.6,88,839629,2020-08-17,10:56:21,Aug,25.730692,45.683262
235,Tesla,4.9,242,296.8,402,520,79.6,4587,1825,1420,2900,2972,403,444,5,2051.5228,83,675117,2022-08-27,09:33:20,Jan,-12.483299,-7.07707
236,Volkswagen,7.0,303,254.6,313,208,70.4,4537,1820,1426,2909,2784,547,402,5,852.2537333333332,64,325325,2023-10-25,18:16:24,Aug,-30.770942,-27.586996
237,Volkswagen,7.3,336,346.5,334,221,82.9,4202,1840,1438,2991,2912,496,492,5,979.5896,93,329798,2022-03-06,07:24:41,Sep,77.506994,-73.231262
238,Volkswagen,3.1,192,489.6,499,715,78.0,4435,1814,1427,2877,2661,453,447,4,1383.0957333333333,100,875132,2023-07-19,17:38:29,Jul,97.729083,-30.481111
239,Polestar,5.1,255,268.6,472,409,74.2,4221,1833,1458,2783,2967,401,460,5,2371.2781333333332,57,508523,2023-09-23,04:36:46,Jul,-156.360783,-17.913222
240,Volkswagen,6.4,289,285.2,393,508,73.1,4590,1804,1491,2757,2702,534,532,4,1255.8731,63,158821,2021-03-20,16:57:07,Jul,-154.343162,-15.945086
241,Polestar,5.7,287,284.9,228,332,77.7,4557,1894,1493,2888,3181,624,473,7,1146.7384,81,483378,2024-05-07,06:06:03,Oct,84.959463,28.894325
242,BMW,3.9,237,411.3,277,274,79.1,4671,1881,1451,2818,2976,501,497,7,870.5199333333334,99,891819,2020-08-24,13:43:38,May,-88.561556,48.664461
243,BMW,7.4,326,408.6,379,286,76.4,4490,1873,1424,2713,2927,555,420,7,1022.1186,91,836558,2024-04-23,18:36:37,Aug,-101.221777,-61.993174
244,Tesla,6.2,278,343.7,434,587,79.5,4234,1843,1497,2852,2780,473,494,5,1069.7247333333335,93,800911,2021-06-09,22:39:58,Aug,-101.958235,73.158304
245,Polestar,5.5,275,348.6,480,334,74.8,4305,1824,1445,2830,2618,484,478,4,1055.28,72,192522,2021-10-23,13:49:43,Feb,-150.925129,37.037204
246,Volkswagen,8.0,346,258.2,221,272,72.7,4423,1806,1443,2762,2900,437,425,4,1090.5121333333332,56,133861,2024-09-13,05:51:21,Jan,-49.445706,-73.517145
247,BMW,7.6,333,427.4,500,280,79.8,4674,1805,1453,2813,2817,470,400,4,1135.5833333333335,87,762197,2023-10-10,07:10:49,Apr,147.445043,-46.64823
248,Tesla,7.9,345,340.5,357,423,77.8,4781,1826,1410,2943,3168,485,440,7,1277.6526,89,688626,2021-11-29,02:35:58,Aug,54.350843,11.518006
249,Tesla,6.4,287,291.4,321,234,71.5,4480,1808,1491,2756,2753,496,428,4,790.1478,73,419234,2021-03-28,14:15:02,Oct,124.801174,-59.598169
250,Polestar,4.2,224,259.8,394,419,71.3,4544,1846,1465,2716,2940,456,487,5,1337.2561333333333,53,281749,2020-03-26,12:51:14,Oct,-150.040906,-42.570237
251,Polestar,3.8,230,242.0,351,204,71.3,4609,1866,1406,3000,2908,523,516,7,1192.4584999999997,53,806043,2020-03-30,04:18:54,Sep,-134.486206,-19.834511
252,Polestar,3.7,206,489.9,265,374,81.5,4672,1887,1416,2751,2750,439,540,4,991.025,98,896005,2022-06-04,03:13:09,Feb,78.420705,3.150231
253,Volkswagen,4.0,213,314.3,481,492,81.0,4287,1805,1479,2764,3090,572,527,7,1156.3644333333332,78,211327,2021-10-27,06:39:33,Jul,124.872842,74.476497
254,Polestar,3.2,213,289.2,259,388,74.2,4424,1800,1413,2780,2913,545,429,5,695.4454666666667,69,355340,2021-12-07,17:01:59,Aug,-34.550119,2.198168
255,Tesla,7.0,319,445.7,364,284,83.2,4636,1893,1479,2839,3137,588,554,7,1476.4101333333333,90,930395,2022-02-25,22:36:50,Aug,-61.066036,8.408666
256,BMW,4.4,243,222.5,398,355,70.4,4618,1886,1437,2825,2891,402,414,5,1395.4307333333334,57,684118,2023-07-25,05:51:29,Oct,-136.014889,79.663666
257,Volkswagen,7.5,335,402.2,300,250,75.2,4579,1885,1435,2958,2860,513,538,4,1192.85,86,409799,2021-11-02,03:50:46,Jun,-54.097054,-63.918593
258,Volkswagen,7.0,310,281.6,327,288,74.7,4604,1825,1433,2825,3111,528,487,7,1417.0337,58,710241,2022-03-18,21:13:03,Feb,-0.60073,81.211506
259,BMW,5.5,267,253.2,421,251,70.6,4214,1891,1479,2770,2686,444,459,4,1446.8616666666667,59,323351,2022-02-21,15:29:56,Jun,87.618983,-33.466151
260,Volkswagen,5.6,258,353.7,292,209,75.0,4363,1836,1471,2783,2795,444,408,5,1471.2608,100,301967,2024-07-11,22:50:00,Jan,-159.171495,80.117605
261,BMW,3.9,237,404.1,212,208,77.1,4633,1801,1496,2774,2901,555,441,5,782.9680000000001,90,802122,2022-11-20,19:07:59,Jun,48.451476,66.155306
262,Tesla,3.1,201,240.6,498,379,71.5,4621,1880,1449,2839,2715,451,422,5,1672.4207999999999,52,273316,2021-05-02,19:21:43,Feb,32.761493,-3.2065
263,BMW,6.9,323,389.0,485,363,77.5,4676,1870,1497,2749,2818,558,458,5,1688.6231666666667,80,302765,2021-02-26,23:56:42,Dec,129.529722,49.261145
264,Polestar,3.9,226,320.7,355,242,77.8,4474,1885,1465,2832,3009,518,423,7,1898.1905,78,181034,2020-08-19,03:06:40,Feb,-142.770581,-89.371582
265,Volkswagen,6.0,277,265.2,234,197,74.7,4311,1829,1468,2827,3171,459,518,7,1264.9088000000002,70,445279,2024-03-05,06:34:46,May,71.13818,-4.029096
266,Polestar,7.3,314,362.3,208,123,84.3,4580,1825,1421,2753,3116,509,527,7,960.1888,95,182460,2021-09-18,10:22:20,Sep,-52.753181,27.438179
267,Tesla,3.4,219,246.6,415,275,73.2,4368,1899,1447,2766,2703,485,496,4,2219.0995,58,746637,2024-06-30,03:34:17,Dec,-88.229349,3.906233
268,Volkswagen,4.7,235,237.0,317,464,73.8,4797,1833,1435,2984,2730,416,494,5,1682.0897666666665,61,786524,2024-08-24,10:18:54,Sep,17.343052,47.817241
269,Tesla,5.6,288,249.2,495,288,70.7,4679,1827,1475,2944,3150,590,451,7,2767.9925,56,248456,2020-06-14,18:38:26,Aug,7.293049,-77.050392
270,Tesla,7.3,309,446.8,345,296,83.0,4446,1833,1444,2858,2834,531,513,4,1447.9914999999999,97,725777,2022-01-13,23:02:54,Sep,38.869586,27.973651
271,Polestar,4.8,246,412.2,350,258,82.7,4448,1887,1470,2822,3135,562,428,7,1087.9983333333334,98,818301,2020-05-20,10:09:32,Jul,160.87879,-73.335189
272,Polestar,5.9,267,340.5,325,249,82.8,4523,1807,1443,2850,2873,416,546,5,1342.1408333333331,81,892511,2021-03-28,06:16:02,Nov,-78.026595,-19.143932
273,Tesla,6.1,288,404.7,308,367,77.9,4740,1875,1479,2886,2753,599,515,5,954.5602666666666,91,599470,2021-08-28,19:27:16,Oct,62.800495,-30.439514
274,Tesla,5.7,283,205.8,351,298,73.6,4251,1804,1500,2957,2823,533,540,5,1958.0361999999998,50,869219,2020-04-28,15:48:05,Jan,-80.097109,34.482583
275,BMW,6.6,299,374.9,465,400,77.8,4499,1835,1474,2897,2786,552,512,4,1101.976,76,859105,2021-03-18,01:18:58,Mar,-126.997947,69.665863
276,Polestar,5.8,292,385.1,397,514,77.8,4576,1888,1473,2944,2703,431,451,4,1739.4469,84,464897,2020-05-20,04:29:38,Oct,125.781539,-18.338822
277,BMW,7.2,322,370.4,339,314,80.4,4403,1860,1500,2977,2998,504,494,7,1876.1327999999999,75,402684,2021-08-08,01:22:57,Dec,151.891939,16.426738
278,Tesla,5.2,246,363.5,251,304,75.8,4783,1869,1471,2751,2669,442,397,4,789.4902333333333,90,693593,2023-04-03,15:37:32,Sep,-126.962826,52.610925
279,Tesla,6.8,321,217.2,377,509,70.5,4356,1868,1468,2992,2714,475,490,4,1666.3163666666665,51,537452,2022-06-15,01:28:02,Feb,79.671823,38.629553
280,BMW,4.4,224,262.5,448,622,71.0,4415,1856,1478,2904,2866,460,435,4,991.4069333333334,56,636531,2022-10-22,12:13:18,Oct,-121.878396,27.239438
281,Tesla,6.2,295,387.6,462,546,82.2,4282,1859,1487,2704,2795,515,420,4,2486.6844,86,501670,2024-05-08,11:46:18,Jun,-80.636938,62.237017
282,BMW,5.1,243,251.7,381,480,73.5,4481,1817,1475,2870,2769,512,478,5,1276.9474,71,534378,2021-05-29,22:15:15,Aug,-147.867022,-66.750281
283,BMW,3.7,204,340.9,361,414,72.9,4559,1891,1465,2941,2983,542,435,7,1014.3723666666667,70,657708,2023-07-16,00:08:31,Dec,-77.96993,-81.182024
284,Tesla,7.6,347,253.3,369,505,70.5,4280,1876,1464,2998,2839,475,418,4,1611.9170000000001,59,131521,2021-01-21,16:27:28,Apr,95.018007,52.11697
285,BMW,4.7,257,199.3,460,568,74.6,4582,1801,1466,2772,3140,583,465,7,1591.9540000000002,50,943127,2022-07-30,02:44:55,Mar,6.309027,-21.217722
286,Volkswagen,6.5,297,285.1,456,383,71.5,4784,1817,1493,2827,2966,581,514,5,2420.7728,69,642988,2024-08-10,08:40:46,Jan,-129.496708,34.239951
287,BMW,4.5,255,254.0,276,269,73.7,4370,1889,1436,2958,2906,583,454,7,825.272,54,160141,2023-05-08,22:36:19,Aug,-148.962768,-29.75512
288,BMW,3.6,208,362.2,354,341,78.8,4559,1810,1417,2723,3030,496,464,7,1674.137,77,532967,2024-11-03,21:35:21,Oct,-28.323672,18.785797
289,Polestar,4.0,210,243.2,231,255,73.8,4200,1862,1422,2970,2893,544,471,5,936.6629,56,627999,2024-08-11,11:50:05,Apr,107.089601,13.919861
290,Polestar,5.0,261,331.3,500,699,70.3,4406,1812,1421,2716,2972,545,410,5,1451.4333333333334,67,939194,2024-02-07,21:35:27,Sep,-24.597376,-18.736069
291,Volkswagen,7.6,337,344.8,379,270,82.3,4278,1885,1427,2973,2845,406,514,5,1842.2548,76,268284,2022-11-13,21:10:39,Feb,-25.400639,-63.632039
292,Tesla,5.7,288,235.3,406,203,70.1,4310,1862,1456,2948,2636,380,449,4,878.6560666666667,63,348912,2020-03-18,18:18:18,Jun,62.437488,12.337352
293,Polestar,5.6,265,355.6,295,170,78.7,4779,1868,1434,2871,2971,562,441,5,1539.1499999999999,83,595520,2021-09-15,10:52:08,May,142.75299,48.143491
294,Polestar,7.4,321,366.9,346,454,77.1,4732,1846,1500,2844,2929,592,438,7,1472.4470666666666,87,645923,2020-05-16,04:18:25,Jul,-45.739158,3.329546
295,Volkswagen,6.6,313,352.7,324,314,75.3,4215,1893,1490,2984,3011,599,454,7,945.1664000000001,86,712268,2021-09-20,05:15:30,Dec,-15.278541,5.842138
296,Volkswagen,7.4,316,212.9,226,309,70.4,4601,1810,1486,2721,2873,570,529,5,1314.6031333333333,52,342143,2022-08-07,18:17:41,Oct,-27.545871,-72.267044
297,BMW,3.3,202,335.4,429,608,71.9,4400,1823,1424,2977,2815,510,463,5,1499.2766,74,389769,2021-02-28,23:53:57,Sep,67.803062,-19.467156
298,BMW,3.1,206,287.4,249,214,71.2,4236,1894,1445,2933,3155,536,557,7,848.0747,67,176873,2022-09-09,09:37:45,Apr,92.194254,-44.898594
299,Volkswagen,5.6,278,380.2,432,364,78.5,4471,1900,1425,2711,2787,538,425,4,2233.6112000000003,78,403342,2021-08-19,14:35:33,Sep,45.745604,-87.691116
300,Tesla,6.7,296,351.6,318,210,75.2,4769,1867,1477,2974,2978,548,480,5,1118.6912,92,356202,2024-10-06,11:54:53,Feb,166.984017,13.944894
301,BMW,7.2,307,359.8,466,692,83.6,4345,1815,1455,2931,3050,609,428,7,2606.838,82,860935,2024-01-12,10:47:25,Jun,-38.569231,-22.556303
302,Volkswagen,4.8,258,297.2,220,152,71.4,4794,1886,1478,2865,2901,461,466,5,979.9599999999999,70,850853,2024-10-02,22:41:08,Nov,116.383814,-83.854174
303,Tesla,5.0,252,288.4,288,265,72.4,4512,1839,1482,2988,3113,609,489,7,1368.6655999999998,65,510471,2022-01-31,21:24:11,Mar,-46.9293,11.188246
304,BMW,7.9,329,267.6,445,328,72.5,4628,1874,1491,2864,2940,491,511,7,1744.2146666666667,70,968108,2024-08-30,02:03:00,Jul,-147.511721,-28.565611
305,BMW,7.6,327,312.2,417,211,81.3,4243,1872,1465,2910,2728,466,465,4,2263.3299,86,439672,2023-04-20,04:03:04,Apr,3.817391,34.980683
306,BMW,3.9,229,319.3,433,436,72.5,4433,1851,1463,2942,3147,615,432,7,2504.030666666667,64,720588,2020-07-10,23:13:31,Sep,-77.840906,-63.623757
307,BMW,6.3,293,362.1,463,363,79.0,4723,1843,1432,2724,2839,406,502,4,1795.4979999999998,75,800652,2021-07-13,04:51:57,Nov,97.789289,30.641476
308,Tesla,5.7,280,271.5,203,128,71.1,4400,1840,1414,2807,3053,554,559,7,1278.6099666666664,74,537206,2021-06-23,03:22:52,Apr,-65.639719,84.613706
309,BMW,6.6,297,288.2,390,324,72.9,4401,1884,1403,2979,2685,385,451,4,1009.939,66,233140,2020-03-29,19:26:50,Feb,8.351433,61.032094
310,Volkswagen,4.2,226,347.7,311,395,74.4,4357,1848,1408,2760,2896,479,440,5,1533.2481999999998,70,705850,2022-11-21,00:03:23,Jun,-29.476368,4.851737
311,BMW,4.1,214,470.9,268,324,81.7,4630,1839,1487,2985,2671,444,417,4,914.3539999999999,96,412145,2021-06-02,01:56:35,Dec,-52.991323,87.583716
312,BMW,6.4,305,294.2,200,180,81.4,4230,1814,1480,2884,2939,448,444,7,974.1333333333333,75,835866,2023-12-01,15:35:40,Jan,22.31041,75.861468
